university,city,department,factor,reviewer_type,review_text,rating,
NUML,Islamabad,Mechanical Engineering,Campus,Postgraduate student,"University: NUML, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events.",5,
BNU - Beaconhouse National University,Islamabad,Physics,Cafeteria,Staff,"University: BNU - Beaconhouse National University, City: Islamabad. Cafeteria: Long queues and limited seating during events are frequent complaints. This aligns with several student forum complaints from last semester. Based on informal surveys among peers, this is a recurring pattern.",3,
Quaid-i-Azam University,Islamabad,Medical,Labs,Alumni,"University: Quaid-i-Azam University, City: Islamabad. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. Certain lab equipment is dated and booking is competitive, delaying final projects. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3,
Quaid-i-Azam University,Islamabad,Electrical Engineering,Sports,Faculty,"University: Quaid-i-Azam University, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Funding for competitive teams is limited and coaching is inconsistent.",4,
NUML,Islamabad,Physics,Events,Undergraduate student,"University: NUML, City: Islamabad. Events: Event funding fluctuates year-to-year causing some cancellations. Focus groups highlighted these issues during exit interviews.",1,
APCOMS,Rawalpindi,Electrical Engineering,Management,Staff,"University: APCOMS, City: Rawalpindi. Management: Online portals simplify registration and fee payments; scholarship info is clear. Electrical Engineering faculty recently collaborated with local industry on projects.",4,
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Business,Faculty,Undergraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations. Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3,
GIKI (commuter students),Rawalpindi,Electrical Engineering,Faculty,Alumni,"University: GIKI (commuter students), City: Rawalpindi. Faculty: Variation in faculty quality exists — adjuncts sometimes lack consistent feedback.",2,
BNU - Beaconhouse National University,Islamabad,Biology,Resources,Alumni,"University: BNU - Beaconhouse National University, City: Islamabad. Resources: Good access to online journals and lab licenses that support thesis work. Access to paid journals is limited for certain programs, blocking literature reviews.",4,
BNU - Beaconhouse National University,Islamabad,Economics,Campus,Postgraduate student,"University: BNU - Beaconhouse National University, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features. Accessibility gaps remain despite improvements in some areas.",2,
CUST,Islamabad,Mechanical Engineering,Sports,Faculty,"University: CUST, City: Islamabad. Sports: Facilities are small for growing interest, with limited coaching staff.",2,
GIKI (commuter students),Rawalpindi,Medical,Hostels,Undergraduate student,"University: GIKI (commuter students), City: Rawalpindi. Hostels: Newer hostels have good amenities and 24/7 security. Strict curfews and slow maintenance responses frustrate many residents.",2,
SZABIST Islamabad,Islamabad,Civil,Hostels,Postgraduate student,"University: SZABIST Islamabad, City: Islamabad. Hostels: Strict curfews and slow maintenance responses frustrate many residents. This aligns with several student forum complaints from last semester.",1,
COMSATS,Islamabad,Biology,Faculty,Staff,"University: COMSATS, City: Islamabad. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship. Alumni feedback corroborates these points.",4,
CUST,Islamabad,Civil,Campus,Postgraduate student,"University: CUST, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features.",2,
NUML,Islamabad,Business,Cafeteria,Alumni,"University: NUML, City: Islamabad. Cafeteria: Long queues and limited seating during events are frequent complaints. This aligns with several student forum complaints from last semester. Lab booking logs and placement statistics reflect this trend.",3,
Riphah International University,Islamabad,Medical,Resources,Alumni,"University: Riphah International University, City: Islamabad. Resources: Resource allocation can be uneven; some departments report outdated software or restricted hours. Focus groups highlighted these issues during exit interviews.",2,
Foundation University Islamabad,Islamabad,Economics,Labs,Faculty,"University: Foundation University Islamabad, City: Islamabad. Labs: Certain lab equipment is dated and booking is competitive, delaying final projects. This aligns with several student forum complaints from last semester. Based on informal surveys among peers, this is a recurring pattern.",2,
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Economics,Sports,Faculty,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Funding for competitive teams is limited and coaching is inconsistent. Alumni feedback corroborates these points.",3,
Quaid-i-Azam University,Islamabad,Civil,Sports,Alumni,"University: Quaid-i-Azam University, City: Islamabad. Sports: Funding for competitive teams is limited and coaching is inconsistent.",1,
GIKI (commuter students),Rawalpindi,Civil,Campus,Staff,"University: GIKI (commuter students), City: Rawalpindi. Campus: Recent renovations provided improved study pods and accessibility features. Older buildings need renovation and signage is insufficient between blocks. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4,
Riphah International University,Islamabad,Electrical Engineering,Labs,Staff,"University: Riphah International University, City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework.",4,
SZABIST Islamabad,Islamabad,Medical,Events,Alumni,"University: SZABIST Islamabad, City: Islamabad. Events: Event funding fluctuates year-to-year causing some cancellations.",2,
Rawalpindi Medical University,Rawalpindi,Biology,Hostels,Faculty,"University: Rawalpindi Medical University, City: Rawalpindi. Hostels: Strict curfews and slow maintenance responses frustrate many residents. Alumni feedback corroborates these points.",2,
BNU - Beaconhouse National University,Islamabad,Economics,Events,Faculty,"University: BNU - Beaconhouse National University, City: Islamabad. Events: Student societies run well-attended cultural and academic events. Event funding fluctuates year-to-year causing some cancellations. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Alumni feedback corroborates these points.",3,
Foundation University Islamabad,Islamabad,Business,Management,Faculty,"University: Foundation University Islamabad, City: Islamabad. Management: Online portals simplify registration and fee payments; scholarship info is clear. Based on informal surveys among peers, this is a recurring pattern.",3,
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Physics,Campus,Staff,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Campus: Green campus spaces useful for group study and outdoor events. Older buildings need renovation and signage is insufficient between blocks. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3,
CUST,Islamabad,Business,Resources,Undergraduate student,"University: CUST, City: Islamabad. Resources: Recent investments improved library and database subscriptions. Resource allocation can be uneven; some departments report outdated software or restricted hours. Alumni feedback corroborates these points.",3,
Air University,Islamabad,Electrical Engineering,Campus,Faculty,"University: Air University, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features. Older buildings need renovation and signage is insufficient between blocks.",3,
BNU - Beaconhouse National University,Islamabad,Mechanical Engineering,Labs,Postgraduate student,"University: BNU - Beaconhouse National University, City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework.",4,
Rawalpindi Medical University,Rawalpindi,Civil,Cafeteria,Staff,"University: Rawalpindi Medical University, City: Rawalpindi. Cafeteria: Affordable food options with some healthy choices and extended hours during exams. Long queues and limited seating during events are frequent complaints. Lab booking logs and placement statistics reflect this trend.",3,
