university,city,department,factor,reviewer_type,review_text,rating
GIKI (commuter students),Rawalpindi,Biology,Faculty,Undergraduate student,"University: GIKI (commuter students), City: Rawalpindi. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations.",4
Riphah International University,Islamabad,Electrical Engineering,Cafeteria,Postgraduate student,"University: Riphah International University, City: Islamabad. Cafeteria: Affordable food options with some healthy choices and extended hours during exams. Food hygiene and variety are sometimes a concern, especially during busy hours. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Alumni feedback corroborates these points.",3
CUST,Islamabad,Mechanical Engineering,Cafeteria,Alumni,"University: CUST, City: Islamabad. Cafeteria: Several vendors provide variety, though peak times get crowded.",2
COMSATS,Islamabad,Biology,Campus,Staff,"University: COMSATS, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features. Accessibility gaps remain despite improvements in some areas.",4
NUML,Islamabad,Civil,Resources,Undergraduate student,"University: NUML, City: Islamabad. Resources: Good access to online journals and lab licenses that support thesis work. Resource allocation can be uneven; some departments report outdated software or restricted hours.",3
Rawalpindi Medical University,Rawalpindi,Computer Science,Cafeteria,Alumni,"University: Rawalpindi Medical University, City: Rawalpindi. Cafeteria: Long queues and limited seating during events are frequent complaints.",3
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Physics,Cafeteria,Alumni,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Cafeteria: Affordable food options with some healthy choices and extended hours during exams.",5
Rawalpindi Medical University,Rawalpindi,Computer Science,Events,Alumni,"University: Rawalpindi Medical University, City: Rawalpindi. Events: Student societies run well-attended cultural and academic events. Logistics and scheduling conflicts sometimes reduce event quality. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Lab booking logs and placement statistics reflect this trend.",4
Quaid-i-Azam University,Islamabad,Economics,Faculty,Staff,"University: Quaid-i-Azam University, City: Islamabad. Faculty: Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours. Focus groups highlighted these issues during exit interviews.",3
Rawalpindi Medical University,Rawalpindi,Mechanical Engineering,Faculty,Staff,"University: Rawalpindi Medical University, City: Rawalpindi. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations. Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours.",3
GIKI (commuter students),Rawalpindi,Computer Science,Cafeteria,Staff,"University: GIKI (commuter students), City: Rawalpindi. Cafeteria: Several vendors provide variety, though peak times get crowded. Food hygiene and variety are sometimes a concern, especially during busy hours. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
Riphah International University,Islamabad,Mechanical Engineering,Hostels,Alumni,"University: Riphah International University, City: Islamabad. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Strict curfews and slow maintenance responses frustrate many residents. Lab booking logs and placement statistics reflect this trend.",3
NUML,Islamabad,Biology,Sports,Alumni,"University: NUML, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions.",4
Riphah Rawalpindi Campus,Rawalpindi,Medical,Labs,Staff,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Labs: Practical lab sessions are well-supervised and closely linked to coursework. Certain lab equipment is dated and booking is competitive, delaying final projects.",4
Rawalpindi Medical University,Rawalpindi,Mechanical Engineering,Labs,Postgraduate student,"University: Rawalpindi Medical University, City: Rawalpindi. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. Certain lab equipment is dated and booking is competitive, delaying final projects.",3
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Physics,Sports,Postgraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Funding for competitive teams is limited and coaching is inconsistent.",3
Riphah International University,Islamabad,Electrical Engineering,Sports,Undergraduate student,"University: Riphah International University, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Lab booking logs and placement statistics reflect this trend.",5
NUST,Islamabad,Medical,Faculty,Undergraduate student,"University: NUST, City: Islamabad. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations.",5
Foundation University Islamabad,Islamabad,Computer Science,Management,Faculty,"University: Foundation University Islamabad, City: Islamabad. Management: Grievance cells and student helplines exist to address issues. Elective approvals and administrative disputes can take several weeks to resolve. Alumni feedback corroborates these points.",4
Riphah International University,Islamabad,Civil,Resources,Alumni,"University: Riphah International University, City: Islamabad. Resources: Resource allocation can be uneven; some departments report outdated software or restricted hours. Alumni feedback corroborates these points.",2
NUST,Islamabad,Economics,Labs,Alumni,"University: NUST, City: Islamabad. Labs: Certain lab equipment is dated and booking is competitive, delaying final projects. Focus groups highlighted these issues during exit interviews. Based on informal surveys among peers, this is a recurring pattern.",3
Air University,Islamabad,Economics,Events,Alumni,"University: Air University, City: Islamabad. Events: Logistics and scheduling conflicts sometimes reduce event quality.",1
Foundation University Islamabad,Islamabad,Biology,Management,Alumni,"University: Foundation University Islamabad, City: Islamabad. Management: Elective approvals and administrative disputes can take several weeks to resolve.",1
NUML,Islamabad,Business,Sports,Faculty,"University: NUML, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Lab booking logs and placement statistics reflect this trend.",4
SZABIST Islamabad,Islamabad,Biology,Cafeteria,Postgraduate student,"University: SZABIST Islamabad, City: Islamabad. Cafeteria: Long queues and limited seating during events are frequent complaints. This aligns with several student forum complaints from last semester.",1
NUML,Islamabad,Mechanical Engineering,Faculty,Faculty,"University: NUML, City: Islamabad. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship. Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4
BNU - Beaconhouse National University,Islamabad,Business,Resources,Undergraduate student,"University: BNU - Beaconhouse National University, City: Islamabad. Resources: Good access to online journals and lab licenses that support thesis work. Access to paid journals is limited for certain programs, blocking literature reviews. Lab booking logs and placement statistics reflect this trend.",3
Quaid-i-Azam University,Islamabad,Medical,Faculty,Faculty,"University: Quaid-i-Azam University, City: Islamabad. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations. Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours. Based on informal surveys among peers, this is a recurring pattern.",2
APCOMS,Rawalpindi,Electrical Engineering,Labs,Staff,"University: APCOMS, City: Rawalpindi. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. Lab schedules clash with other courses and maintenance downtimes are poorly communicated. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Lab booking logs and placement statistics reflect this trend. A visible improvement over the past two years.",3
